Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
Reflections of Littjara,KHM,U,U,Enchantment,,5,Rare,"As Reflections of Littjara enters the battlefield, choose a creature type.
Whenever you cast a spell of the chosen type, copy that spell. (A copy of a permanent spell becomes a token.)",,,,"KHM, PKHM",Normal,
Blood on the Snow,KHM,B,B,Sorcery,,6,Rare,"Choose one —
• Destroy all creatures.
• Destroy all planeswalkers.
Then return a creature or planeswalker card with mana value X or less from your graveyard to the battlefield, where X is the amount of {S} spent to cast this spell. ({S} is mana from a snow source.)",,,,"KHM, PKHM",Normal,
Burning-Rune Demon,KHM,B,B,Creature,"Demon, Berserker",6,Mythic,"Flying
When Burning-Rune Demon enters the battlefield, you may search your library for exactly two cards not named Burning-Rune Demon that have different names. If you do, reveal those cards. An opponent chooses one of them. Put the chosen card into your hand and the other into your graveyard, then shuffle.",Flying,6,6,"KHM, PKHM",Normal,
Crippling Fear,KHM,B,B,Sorcery,,4,Rare,Choose a creature type. Creatures that aren't of the chosen type get -3/-3 until end of turn.,,,,"KHM, PKHM",Normal,
Draugr Necromancer,KHM,B,B,Creature,"Zombie, Cleric",4,Rare,"If a nontoken creature an opponent controls would die, exile that card with an ice counter on it instead.
You may cast spells from among cards in exile your opponents own with ice counters on them, and you may spend mana from snow sources as though it were mana of any color to cast those spells.",,4,4,"KHM, PKHM",Normal,
Dream Devourer,KHM,B,B,Creature,"Demon, Cleric",2,Rare,"Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}. (During your turn, you may pay {2} and exile it from your hand face down. Cast it on a later turn for its foretell cost.)
Whenever you foretell a card, Dream Devourer gets +2/+0 until end of turn.",,0,3,"KHM, PKHM",Normal,
Eradicator Valkyrie,KHM,B,B,Creature,"Angel, Berserker",4,Mythic,"Flying, lifelink, hexproof from planeswalkers
Boast — {1}{B}, Sacrifice a creature: Each opponent sacrifices a creature or planeswalker. (Activate only if this creature attacked this turn and only once each turn.)","Boast, Flying, Hexproof, Hexproof from, Lifelink",4,3,"KHM, PKHM",Normal,
Rise of the Dread Marn,KHM,B,B,Instant,,3,Rare,"Create X 2/2 black Zombie Berserker creature tokens, where X is the number of nontoken creatures that died this turn.
Foretell {B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",Foretell,,,"KHM, PKHM",Normal,
Skemfar Avenger,KHM,B,B,Creature,"Elf, Berserker",2,Rare,"Whenever another nontoken Elf or Berserker you control dies, you draw a card and you lose 1 life.",,3,1,"KHM, PKHM",Normal,
Calamity Bearer,KHM,R,R,Creature,"Giant, Berserker",4,Rare,"If a Giant source you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",,3,4,"KHM, PKHM",Normal,
Dragonkin Berserker,KHM,R,R,Creature,"Human, Berserker",2,Rare,"First strike
Boast abilities you activate cost {1} less to activate for each Dragon you control.
Boast — {4}{R}: Create a 5/5 red Dragon creature token with flying. (Activate only if this creature attacked this turn and only once each turn.)","Boast, First strike",2,2,"KHM, PKHM",Normal,
Goldspan Dragon,KHM,R,R,Creature,Dragon,5,Mythic,"Flying, haste
Whenever Goldspan Dragon attacks or becomes the target of a spell, create a Treasure token.
Treasures you control have ""{T}, Sacrifice this artifact: Add two mana of any one color.""","Flying, Haste",4,4,"KHM, PKHM",Normal,
Reckless Crew,KHM,R,R,Sorcery,,4,Rare,"Create X 2/1 red Dwarf Berserker creature tokens, where X is the number of Vehicles you control plus the number of Equipment you control. For each of those tokens, you may attach an Equipment you control to it.",,,,"KHM, PKHM",Normal,
Tibalt's Trickery,KHM,R,R,Instant,,2,Rare,"Counter target spell. Choose 1, 2, or 3 at random. Its controller mills that many cards, then exiles cards from the top of their library until they exile a nonland card with a different name than that spell. They may cast that card without paying its mana cost. Then they put the exiled cards on the bottom of their library in a random order.",Mill,,,"KHM, PKHM",Normal,
Tundra Fumarole,KHM,R,R,Sorcery,,3,Rare,"Tundra Fumarole deals 4 damage to target creature or planeswalker. Add {C} for each {S} spent to cast this spell. Until end of turn, you don't lose this mana as steps and phases end. ({S} is mana from a snow source.)",,,,"KHM, PKHM",Normal,
Blessing of Frost,KHM,G,G,Sorcery,,4,Rare,"Distribute X +1/+1 counters among any number of creatures you control, where X is the amount of {S} spent to cast this spell. Then draw a card for each creature you control with power 4 or greater.",,,,"KHM, PKHM",Normal,
Elvish Warmaster,KHM,G,G,Creature,"Elf, Warrior",2,Rare,"Whenever one or more other Elves enter the battlefield under your control, create a 1/1 green Elf Warrior creature token. This ability triggers only once each turn.
{5}{G}{G}: Elves you control get +2/+2 and gain deathtouch until end of turn.",,2,2,"KHM, PKHM",Normal,
In Search of Greatness,KHM,G,G,Enchantment,,2,Rare,"At the beginning of your upkeep, you may cast a permanent spell from your hand with mana value equal to 1 plus the highest mana value among other permanents you control without paying its mana cost. If you don't, scry 1.",Scry,,,"KHM, PKHM",Normal,
Old-Growth Troll,KHM,G,G,Creature,"Troll, Warrior",3,Rare,"Trample
When Old-Growth Troll dies, if it was a creature, return it to the battlefield. It's an Aura enchantment with enchant Forest you control and ""Enchanted Forest has '{T}: Add {G}{G}' and '{1}, {T}, Sacrifice this land: Create a tapped 4/4 green Troll Warrior creature token with trample.'""",Trample,4,4,"KHM, PKHM",Normal,
Realmwalker,KHM,G,G,Creature,Shapeshifter,3,Rare,"Changeling (This card is every creature type.)
As Realmwalker enters the battlefield, choose a creature type.
You may look at the top card of your library any time.
You may cast creature spells of the chosen type from the top of your library.",Changeling,2,3,"KHM, PKHM",Normal,
Immersturm Predator,KHM,"B, R","B, R",Creature,"Vampire, Dragon",4,Rare,"Flying
Whenever Immersturm Predator becomes tapped, exile up to one target card from a graveyard and put a +1/+1 counter on Immersturm Predator.
Sacrifice another creature: Immersturm Predator gains indestructible until end of turn. Tap it.",Flying,3,3,"KHM, PKHM",Normal,
Cosmos Elixir,KHM,,,Artifact,,4,Rare,"At the beginning of your end step, draw a card if your life total is greater than your starting life total. Otherwise, you gain 2 life.",,,,"KHM, PKHM",Normal,
Maskwood Nexus,KHM,,,Artifact,,4,Rare,"Creatures you control are every creature type. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.
{3}, {T}: Create a 2/2 blue Shapeshifter creature token with changeling. (It is every creature type.)",,,,"KHM, PKHM",Normal,
Pyre of Heroes,KHM,,,Artifact,,2,Rare,"{2}, {T}, Sacrifice a creature: Search your library for a creature card that shares a creature type with the sacrificed creature and has mana value equal to 1 plus that creature's mana value. Put that card onto the battlefield, then shuffle. Activate only as a sorcery.",,,,"KHM, PKHM",Normal,
Faceless Haven,KHM,,,Land,,0,Rare,"{T}: Add {C}.
{S}{S}{S}: Faceless Haven becomes a 4/3 creature with vigilance and all creature types until end of turn. It's still a land. ({S} can be paid with one mana from a snow source.)",,,,"KHM, PKHM",Normal,
Tyrite Sanctum,KHM,,,Land,,0,Rare,"{T}: Add {C}.
{2}, {T}: Target legendary creature becomes a God in addition to its other types. Put a +1/+1 counter on it.
{4}, {T}, Sacrifice Tyrite Sanctum: Put an indestructible counter on target God.",,,,"KHM, PKHM",Normal,
The World Tree,KHM,,"B, G, R, U, W",Land,,0,Rare,"The World Tree enters the battlefield tapped.
{T}: Add {G}.
As long as you control six or more lands, lands you control have ""{T}: Add one mana of any color.""
{W}{W}{U}{U}{B}{B}{R}{R}{G}{G}, {T}, Sacrifice The World Tree: Search your library for any number of God cards, put them onto the battlefield, then shuffle.",,,,"KHM, PKHM",Normal,
Valkyrie Harbinger,KHM,W,W,Creature,"Angel, Cleric",6,Rare,"Flying, lifelink
At the beginning of each end step, if you gained 4 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.","Flying, Lifelink",4,5,KHM,Normal,
Surtland Elementalist,KHM,U,U,Creature,"Giant, Wizard",7,Rare,"As an additional cost to cast this spell, reveal a Giant card from your hand or pay {2}.
Whenever Surtland Elementalist attacks, you may cast an instant or sorcery spell from your hand without paying its mana cost.",,8,8,KHM,Normal,
Cleaving Reaper,KHM,B,B,Creature,"Angel, Berserker",5,Rare,"Flying, trample
Pay 3 life: Return Cleaving Reaper from your graveyard to your hand. Activate only if you had an Angel or Berserker enter the battlefield under your control this turn.","Flying, Trample",5,3,KHM,Normal,
Surtland Flinger,KHM,R,R,Creature,"Giant, Berserker",5,Rare,"Whenever Surtland Flinger attacks, you may sacrifice another creature. When you do, Surtland Flinger deals damage equal to the sacrificed creature's power to any target. If the sacrificed creature was a Giant, Surtland Flinger deals twice that much damage instead.",,4,6,KHM,Normal,
Canopy Tactician,KHM,G,G,Creature,"Elf, Warrior",4,Rare,"Other Elves you control get +1/+1.
{T}: Add {G}{G}{G}.",,3,3,KHM,Normal,
Armed and Armored,KHM,W,W,Instant,,2,Uncommon,Vehicles you control become artifact creatures until end of turn. Choose a Dwarf you control. Attach any number of Equipment you control to it.,,,,KHM,Normal,
Starnheim Aspirant,KHM,W,W,Creature,"Human, Cleric",3,Uncommon,Angel spells you cast cost {2} less to cast.,,2,2,KHM,Normal,
Warchanter Skald,KHM,W,W,Creature,"Dwarf, Cleric",3,Uncommon,"Whenever Warchanter Skald becomes tapped, if it's enchanted or equipped, create a 2/1 red Dwarf Berserker creature token.",,2,3,KHM,Normal,
Youthful Valkyrie,KHM,W,W,Creature,Angel,2,Uncommon,"Flying
Whenever another Angel enters the battlefield under your control, put a +1/+1 counter on Youthful Valkyrie.",Flying,1,3,KHM,Normal,
Absorb Identity,KHM,U,U,Instant,,2,Uncommon,Return target creature to its owner's hand. You may have Shapeshifters you control become copies of that creature until end of turn.,,,,KHM,Normal,
Giant's Grasp,KHM,U,U,Enchantment,Aura,4,Uncommon,"Enchant Giant you control
When Giant's Grasp enters the battlefield, gain control of target nonland permanent for as long as Giant's Grasp remains on the battlefield.",Enchant,,,KHM,Normal,
Elderfang Ritualist,KHM,B,B,Creature,"Elf, Cleric",3,Uncommon,"When Elderfang Ritualist dies, return another target Elf card from your graveyard to your hand.",,3,1,KHM,Normal,
Renegade Reaper,KHM,B,B,Creature,"Angel, Berserker",3,Uncommon,"Flying
When Renegade Reaper enters the battlefield, mill four cards. If at least one Angel card is milled this way, you gain 4 life. (To mill a card, put the top card of your library into your graveyard.)","Flying, Mill",2,3,KHM,Normal,
Thornmantle Striker,KHM,B,B,Creature,"Elf, Rogue",5,Uncommon,"When Thornmantle Striker enters the battlefield, choose one —
• Remove X counters from target permanent, where X is the number of Elves you control.
• Target creature an opponent controls gets -X/-X until end of turn, where X is the number of Elves you control.",,4,3,KHM,Normal,
Bearded Axe,KHM,R,R,Artifact,Equipment,3,Uncommon,"Equipped creature gets +1/+1 for each Dwarf, Equipment, and/or Vehicle you control.
Equip {2}",Equip,,,KHM,Normal,
Fire Giant's Fury,KHM,R,R,Sorcery,,2,Uncommon,"Target Giant you control gets +2/+2 and gains trample until end of turn. Whenever it deals combat damage to a player this turn, exile that many cards from the top of your library. Until the end of your next turn, you may play those cards.",,,,KHM,Normal,
Gilded Assault Cart,KHM,R,R,Artifact,Vehicle,3,Uncommon,"Trample
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)
Sacrifice two Treasures: Return Gilded Assault Cart from your graveyard to your hand.","Crew, Trample",5,1,KHM,Normal,
Elven Ambush,KHM,G,G,Instant,,4,Uncommon,Create a 1/1 green Elf Warrior creature token for each Elf you control.,,,,KHM,Normal,
Gladewalker Ritualist,KHM,G,G,Creature,Shapeshifter,3,Uncommon,"Changeling (This card is every creature type.)
Whenever another creature named Gladewalker Ritualist enters the battlefield under your control, draw a card.",Changeling,3,3,KHM,Normal,
Rampage of the Valkyries,KHM,"B, W","B, W",Enchantment,,5,Uncommon,"When Rampage of the Valkyries enters the battlefield, create a 4/4 white Angel creature token with flying and vigilance.
Whenever an Angel you control dies, each other player sacrifices a creature.",,,,KHM,Normal,
Plains,KHM,,W,Land,Plains,0,Common,({T}: Add {W}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DDC, DDE, DDF, DDG, DDH, DDI, DDK, DDL, DDN, DDO, DDP, DDQ, DOM, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PDGM, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Island,KHM,,U,Land,Island,0,Common,({T}: Add {U}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD2, DDE, DDF, DDH, DDI, DDJ, DDM, DDN, DDO, DDQ, DDS, DDT, DDU, DOM, DPA, DTK, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL02, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, XANA, XLN, ZEN, ZNR",Normal,
Swamp,KHM,,B,Land,Swamp,0,Common,({T}: Add {B}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CST, DDC, DDD, DDE, DDH, DDJ, DDK, DDM, DDN, DDP, DDQ, DDR, DKM, DOM, DPA, DTK, DVD, E01, ELD, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GVL, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, MD1, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD3, PELP, PF19, PF20, PGPX, PGRU, PHUK, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC01, WC02, WC03, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
Mountain,KHM,,R,Land,Mountain,0,Common,({T}: Add {R}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ARN, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD1, DD2, DDE, DDG, DDH, DDI, DDJ, DDK, DDL, DDN, DDP, DDS, DDT, DDU, DKM, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PD2, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
Forest,KHM,,G,Land,Forest,0,Common,({T}: Add {G}.),,,,"10E, 2ED, 2XM, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GNT, GRN, GS1, GVL, H09, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MIR, MMQ, MRD, NPH, ODY, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SHM, SLD, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNH, USG, UST, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, XANA, XLN, ZEN, ZNR",Normal,
Realmwalker,KHM,G,G,Creature,Shapeshifter,3,Rare,"Changeling (This card is every creature type.)
As Realmwalker enters the battlefield, choose a creature type.
You may look at the top card of your library any time.
You may cast creature spells of the chosen type from the top of your library.",Changeling,2,3,"KHM, PKHM",Normal,
Reflections of Littjara,KHM,U,U,Enchantment,,5,Rare,"As Reflections of Littjara enters the battlefield, choose a creature type.
Whenever you cast a spell of the chosen type, copy that spell. (A copy of a permanent spell becomes a token.)",,,,"KHM, PKHM",Normal,
Usher of the Fallen,KHM,W,W,Creature,"Spirit, Warrior",1,Uncommon,Boast — {1}{W}: Create a 1/1 white Human Warrior creature token. (Activate only if this creature attacked this turn and only once each turn.),Boast,2,1,KHM,Normal,
Strategic Planning,KHM,U,U,Sorcery,,2,Common,Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,,,,"AKR, C13, CMR, HOU, KHM, MB1, ME3, PTK, STA",Normal,
Poison the Cup,KHM,B,B,Instant,,3,Uncommon,"Destroy target creature. If this spell was foretold, scry 2.
Foretell {1}{B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)","Foretell, Scry",,,KHM,Normal,
Frost Bite,KHM,R,R,Instant,,1,Common,"Frost Bite deals 2 damage to target creature or planeswalker. If you control three or more snow permanents, it deals 3 damage instead.",,,,KHM,Normal,
Masked Vandal,KHM,G,G,Creature,Shapeshifter,2,Common,"Changeling (This card is every creature type.)
When Masked Vandal enters the battlefield, you may exile a creature card from your graveyard. If you do, exile target artifact or enchantment an opponent controls.",Changeling,1,3,KHM,Normal,
"Ugin, the Spirit Dragon",M21,,,Planeswalker,Ugin,8,Mythic,"[+2]: Ugin, the Spirit Dragon deals 3 damage to any target.
[−X]: Exile each permanent with mana value X or less that's one or more colors.
[−10]: You gain 7 life, draw seven cards, then put up to seven permanent cards from your hand onto the battlefield.",,,,"FRF, M21, MED, PM21, PRM, UGIN",Normal,
Alpine Watchdog,M21,W,W,Creature,Dog,2,Common,Vigilance (Attacking doesn't cause this creature to tap.),Vigilance,2,2,M21,Normal,
Angelic Ascension,M21,W,W,Instant,,2,Uncommon,Exile target creature or planeswalker. Its controller creates a 4/4 white Angel creature token with flying.,,,,M21,Normal,
Anointed Chorister,M21,W,W,Creature,"Human, Cleric",1,Common,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
{4}{W}: Anointed Chorister gets +3/+3 until end of turn.",Lifelink,1,1,M21,Normal,
Aven Gagglemaster,M21,W,W,Creature,"Bird, Warrior",5,Uncommon,"Flying
When Aven Gagglemaster enters the battlefield, you gain 2 life for each creature you control with flying.",Flying,4,3,M21,Normal,
Baneslayer Angel,M21,W,W,Creature,Angel,5,Mythic,"Flying, first strike, lifelink, protection from Demons and from Dragons","First strike, Flying, Lifelink, Protection",5,5,"M10, M11, M21, PM21, V15",Normal,
Basri Ket,M21,W,W,Planeswalker,Basri,3,Mythic,"[+1]: Put a +1/+1 counter on up to one target creature. It gains indestructible until end of turn.
[−2]: Whenever one or more nontoken creatures attack this turn, create that many 1/1 white Soldier creature tokens that are tapped and attacking.
[−6]: You get an emblem with ""At the beginning of combat on your turn, create a 1/1 white Soldier creature token, then put a +1/+1 counter on each creature you control.""",,,,"M21, PM21, PPRO",Normal,
Basri's Acolyte,M21,W,W,Creature,"Cat, Cleric",4,Common,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When Basri's Acolyte enters the battlefield, put a +1/+1 counter on each of up to two other target creatures you control.",Lifelink,2,3,M21,Normal,
Basri's Lieutenant,M21,W,W,Creature,"Human, Knight",4,Rare,"Vigilance, protection from multicolored
When Basri's Lieutenant enters the battlefield, put a +1/+1 counter on target creature you control.
Whenever Basri's Lieutenant or another creature you control dies, if it had a +1/+1 counter on it, create a 2/2 white Knight creature token with vigilance.","Protection, Vigilance",3,4,"M21, PM21",Normal,
Basri's Solidarity,M21,W,W,Sorcery,,2,Uncommon,Put a +1/+1 counter on each creature you control.,,,,M21,Normal,
Celestial Enforcer,M21,W,W,Creature,"Human, Cleric",3,Common,"{1}{W}, {T}: Tap target creature. Activate only if you control a creature with flying.",,2,3,M21,Normal,
Concordia Pegasus,M21,W,W,Creature,Pegasus,2,Common,Flying,Flying,1,3,"M20, M21, RNA, RTR",Normal,
Containment Priest,M21,W,W,Creature,"Human, Cleric",2,Rare,"Flash
If a nontoken creature would enter the battlefield and it wasn't cast, exile it instead.",Flash,2,2,"C14, M21, MP2, PM21, PZ1, TSR, UMA",Normal,
Daybreak Charger,M21,W,W,Creature,Unicorn,2,Common,"When Daybreak Charger enters the battlefield, target creature gets +2/+0 until end of turn.",,3,1,M21,Normal,
Defiant Strike,M21,W,W,Instant,,1,Common,"Target creature gets +1/+0 until end of turn.
Draw a card.",,,,"KTK, M21, MB1, STA, WAR",Normal,
Dub,M21,W,W,Enchantment,Aura,3,Common,"Enchant creature
Enchanted creature gets +2/+2, has first strike, and is a Knight in addition to its other types. (It deals combat damage before creatures without first strike.)",Enchant,,,"DOM, M21",Normal,
Faith's Fetters,M21,W,W,Enchantment,Aura,4,Uncommon,"Enchant permanent
When Faith's Fetters enters the battlefield, you gain 4 life.
Enchanted permanent can't attack or block, and its activated abilities can't be activated unless they're mana abilities.",Enchant,,,"C15, CM2, CMR, DDC, DVD, EMA, M21, MB1, RAV, TD0, UMA",Normal,
Falconer Adept,M21,W,W,Creature,"Human, Soldier",4,Uncommon,"Whenever Falconer Adept attacks, create a 1/1 white Bird creature token with flying that's tapped and attacking.",,2,3,M21,Normal,
Feat of Resistance,M21,W,W,Instant,,2,Common,"Put a +1/+1 counter on target creature you control. It gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)",,,,"KTK, M21, MB1",Normal,
Gale Swooper,M21,W,W,Creature,Griffin,4,Common,"Flying
When Gale Swooper enters the battlefield, target creature gains flying until end of turn.",Flying,3,2,M21,Normal,
Glorious Anthem,M21,W,W,Enchantment,,3,Rare,Creatures you control get +1/+1.,,,,"10E, 7ED, 8ED, 9ED, M21, PJAS, PJJT, PJSE, PM21, PRM, PS11, PSUS, USG",Normal,
Griffin Aerie,M21,W,W,Enchantment,,2,Uncommon,"At the beginning of your end step, if you gained 3 or more life this turn, create a 2/2 white Griffin creature token with flying.",,,,M21,Normal,
Idol of Endurance,M21,W,W,Artifact,,3,Rare,"When Idol of Endurance enters the battlefield, exile all creature cards with mana value 3 or less from your graveyard until Idol of Endurance leaves the battlefield.
{1}{W}, {T}: Until end of turn, you may cast a creature spell from among cards exiled with Idol of Endurance without paying its mana cost.",,,,"M21, PM21",Normal,
Legion's Judgment,M21,W,W,Sorcery,,3,Common,Destroy target creature with power 4 or greater.,,,,"M21, XLN",Normal,
Light of Promise,M21,W,W,Enchantment,Aura,3,Uncommon,"Enchant creature
Enchanted creature has ""Whenever you gain life, put that many +1/+1 counters on this creature.""",Enchant,,,M21,Normal,
Makeshift Battalion,M21,W,W,Creature,"Human, Soldier",3,Common,"Whenever Makeshift Battalion and at least two other creatures attack, put a +1/+1 counter on Makeshift Battalion.",,3,2,"M21, WAR",Normal,
"Mangara, the Diplomat",M21,W,W,Creature,"Human, Cleric",4,Mythic,"Lifelink
Whenever an opponent attacks with creatures, if two or more of those creatures are attacking you and/or planeswalkers you control, draw a card.
Whenever an opponent casts their second spell each turn, draw a card.",Lifelink,2,4,"M21, PM21",Normal,
Nine Lives,M21,W,W,Enchantment,,3,Rare,"Hexproof
If a source would deal damage to you, prevent that damage and put an incarnation counter on Nine Lives.
When there are nine or more incarnation counters on Nine Lives, exile it.
When Nine Lives leaves the battlefield, you lose the game.",Hexproof,,,"M21, PM21",Normal,
Pack Leader,M21,W,W,Creature,Dog,2,Rare,"Other Dogs you control get +1/+1.
Whenever Pack Leader attacks, prevent all combat damage that would be dealt this turn to Dogs you control.",,2,2,"M21, PM21",Normal,
Rambunctious Mutt,M21,W,W,Creature,Dog,5,Common,"When Rambunctious Mutt enters the battlefield, destroy target artifact or enchantment an opponent controls.",,3,4,M21,Normal,
Revitalize,M21,W,W,Instant,,2,Common,"You gain 3 life.
Draw a card.",,,,"KHM, M19, M21, STA",Normal,
